cusip,options,issuer,description,status
500472 30 3,*,KONINKLIJKE PHILIPS ELECTRS,NY REG SH NEW,
500472 90 3,,KONINKLIJKE PHILIPS ELECTRS,CALL,
500472 95 3,,KONINKLIJKE PHILIPS ELECTRS,PUT,
50060P 10 6,*,KOPPERS HOLDINGS INC,COM,
50060P 90 6,,KOPPERS HOLDINGS INC,CALL,
50060P 95 6,,KOPPERS HOLDINGS INC,PUT,
500600 10 1,*,KOPIN CORP,COM,
500600 90 1,,KOPIN CORP,CALL,
500600 95 1,,KOPIN CORP,PUT,
50063B 10 4,,KOREA EQUITY FD INC,COM,
500631 10 6,*,KOREA ELECTRIC PWR,SPONSORED ADR,
500631 90 6,,KOREA ELECTRIC PWR,CALL,
500631 95 6,,KOREA ELECTRIC PWR,PUT,
500634 20 9,,KOREA FD,COM NEW,
500643 20 0,*,KORN FERRY INTL,COM NEW,
500643 90 0,,KORN FERRY INTL,CALL,
500643 95 0,,KORN FERRY INTL,PUT,
500692 10 8,,KOSS CORP,COM,
50075N 10 4,*,KRAFT FOODS INC,CL A,
50075N 90 4,,KRAFT FOODS INC,CALL,
50075N 95 4,,KRAFT FOODS INC,PUT,
50077B 20 7,,KRATOS DEFENSE & SEC SOLUTIO,COM NEW,
50077C 10 6,*,KRATON PERFORMANCE POLYMERS,COM,ADDED
50077C 90 6,,KRATON PERFORMANCE POLYMERS,CALL,ADDED
50077C 95 6,,KRATON PERFORMANCE POLYMERS,PUT,ADDED
501014 10 4,*,KRISPY KREME DOUGHNUTS INC,COM,
501014 90 4,,KRISPY KREME DOUGHNUTS INC,CALL,
501014 95 4,,KRISPY KREME DOUGHNUTS INC,PUT,
501044 10 1,*,KROGER CO,COM,
501044 90 1,,KROGER CO,CALL,
501044 95 1,,KROGER CO,PUT,
50105F 10 5,,KRONOS WORLDWIDE INC,COM,
501173 20 7,,KUBOTA CORP,ADR,
501242 AN 1,,KULICKE & SOFFA INDS INC,DEBT  1.000% 6/3,
501242 AP 6,,KULICKE & SOFFA INDS INC,NOTE  1.000% 6/3,
501242 AT 8,,KULICKE & SOFFA INDS INC,NOTE  0.875% 6/0,
501242 10 1,*,KULICKE & SOFFA INDS INC,COM,
501242 90 1,,KULICKE & SOFFA INDS INC,CALL,
501242 95 1,,KULICKE & SOFFA INDS INC,PUT,
501556 20 3,,KYOCERA CORP,ADR,
50162D 10 0,,L & L ENERGY INC,COM,ADDED
501723 10 0,*,LAN AIRLINES S A,SPONSORED ADR,
501723 90 0,,LAN AIRLINES S A,CALL,
501723 95 0,,LAN AIRLINES S A,PUT,
501803 30 8,*,LCA-VISION INC,COM PAR $.001,
501803 90 8,,LCA-VISION INC,CALL,
501803 95 8,,LCA-VISION INC,PUT,
50183L AB 3,,LDK SOLAR CO LTD,NOTE  4.750% 4/1,
50183L 10 7,*,LDK SOLAR CO LTD,SPONSORED ADR,
50183L 90 7,,LDK SOLAR CO LTD,CALL,
50183L 95 7,,LDK SOLAR CO LTD,PUT,
50186A 10 8,,LGL GROUP INC,COM,
50186V 10 2,*,LG DISPLAY CO LTD,SPONS ADR REP,
50186V 90 2,,LG DISPLAY CO LTD,CALL,
50186V 95 2,,LG DISPLAY CO LTD,PUT,
50187A 10 7,*,LHC GROUP INC,COM,
50187A 90 7,,LHC GROUP INC,CALL,
50187A 95 7,,LHC GROUP INC,PUT,
501889 20 8,*,LKQ CORP,COM,
501889 90 8,,LKQ CORP,CALL,
501889 95 8,,LKQ CORP,PUT,
501925 10 1,,LSB FINL CORP,COM,
502079 10 6,,LMI AEROSPACE INC,COM,
50208A 10 2,,LMP CAP & INCOME FD INC,COM,
50208B 10 0,,LMP CORPORATE LN FD INC,COM,
50208C 10 8,,LMP REAL ESTATE INCOME FD IN,COM,
50208P 10 9,,LML PMT SYS INC,COM,
502100 10 0,,LNB BANCORP INC,COM,
50212A AB 2,,L-1 IDENTITY SOLUTIONS INC,NOTE  3.750% 5/1,
50212A 10 6,*,L-1 IDENTITY SOLUTIONS INC,COM,
50212A 90 6,,L-1 IDENTITY SOLUTIONS INC,CALL,
50212A 95 6,,L-1 IDENTITY SOLUTIONS INC,PUT,
50215P 10 0,,LSB CORP,COM,
50216C 10 8,*,LSI INDS INC,COM,
50216C 90 8,,LSI INDS INC,CALL,
50216C 95 8,,LSI INDS INC,PUT,
502160 AG 9,,LSB INDS INC,SDCV  5.500% 7/0,
502160 10 4,*,LSB INDS INC,COM,
502160 90 4,,LSB INDS INC,CALL,
502160 95 4,,LSB INDS INC,PUT,
502161 AJ 1,,LSI CORPORATION,NOTE  4.000% 5/1,
502161 10 2,*,LSI CORPORATION,COM,
502161 90 2,,LSI CORPORATION,CALL,
502161 95 2,,LSI CORPORATION,PUT,
502175 10 2,*,LTC PPTYS INC,COM,
502175 90 2,,LTC PPTYS INC,CALL,
502175 95 2,,LTC PPTYS INC,PUT,
502175 50 8,,LTC PPTYS INC,PFD E CV 8.5%,
502403 10 8,*,LTX-CREDENCE CORP,COM,
502403 90 8,,LTX-CREDENCE CORP,CALL,
502403 95 8,,LTX-CREDENCE CORP,PUT,
502413 AW 7,,L-3 COMMUNICATIONS CORP,DEBT  3.000% 8/0,
502424 10 4,*,L-3 COMMUNICATIONS HLDGS INC,COM,
502424 90 4,,L-3 COMMUNICATIONS HLDGS INC,CALL,
502424 95 4,,L-3 COMMUNICATIONS HLDGS INC,PUT,
502470 10 7,,LA BARGE INC,COM,
503459 30 7,*,LA JOLLA PHARMACEUTICAL CO,COM NEW,DELETED
503459 90 7,,LA JOLLA PHARMACEUTICAL CO,CALL,DELETED
503459 95 7,,LA JOLLA PHARMACEUTICAL CO,PUT,DELETED
504905 10 0,,LABOPHARM INC,COM,
505336 10 7,*,LA Z BOY INC,COM,
505336 90 7,,LA Z BOY INC,CALL,
505336 95 7,,LA Z BOY INC,PUT,
50540R AG 7,,LABORATORY CORP AMER HLDGS,NOTE9/1,
50540R 40 9,*,LABORATORY CORP AMER HLDGS,COM NEW,
50540R 90 9,,LABORATORY CORP AMER HLDGS,CALL,
50540R 95 9,,LABORATORY CORP AMER HLDGS,PUT,
505447 10 2,*,LABRANCHE & CO INC,COM,
505447 90 2,,LABRANCHE & CO INC,CALL,
505447 95 2,,LABRANCHE & CO INC,PUT,
505597 10 4,*,LACLEDE GROUP INC,COM,
505597 90 4,,LACLEDE GROUP INC,CALL,
505597 95 4,,LACLEDE GROUP INC,PUT,
505688 10 1,,LACROSSE FOOTWEAR INC,COM,
50575Q 10 2,,LADENBURG THALMAN FIN SVCS I,COM,
505754 20 0,*,LADISH INC,COM NEW,
505754 90 0,,LADISH INC,CALL,
505754 95 0,,LADISH INC,PUT,
510700 10 7,,LAKE SHORE BANCORP INC,COM,
511637 10 0,,LAKELAND BANCORP INC,COM,
511656 10 0,,LAKELAND FINL CORP,COM,
511795 10 6,,LAKELAND INDS INC,COM,
51206P 10 9,*,LAKES ENTMNT INC,COM,
51206P 90 9,,LAKES ENTMNT INC,CALL,
51206P 95 9,,LAKES ENTMNT INC,PUT,
512807 10 8,*,LAM RESEARCH CORP,COM,
512807 90 8,,LAM RESEARCH CORP,CALL,
512807 95 8,,LAM RESEARCH CORP,PUT,
512815 AG 6,,LAMAR ADVERTISING CO,NOTE  2.875%12/3,
512815 AH 4,,LAMAR ADVERTISING CO,NOTE  2.875%12/3,
512815 10 1,*,LAMAR ADVERTISING CO,CL A,
512815 90 1,,LAMAR ADVERTISING CO,CALL,
512815 95 1,,LAMAR ADVERTISING CO,PUT,
513847 10 3,*,LANCASTER COLONY CORP,COM,
513847 90 3,,LANCASTER COLONY CORP,CALL,
513847 95 3,,LANCASTER COLONY CORP,PUT,
514606 10 2,*,LANCE INC,COM,
514606 90 2,,LANCE INC,CALL,
514606 95 2,,LANCE INC,PUT,
51476K 10 3,,LANDAUER INC,COM,
514766 10 4,,LANDEC CORP,COM,
51504L 10 7,,LANDMARK BANCORP INC,COM,
51508L 10 3,*,LANDRYS RESTAURANTS INC,COM,
51508L 90 3,,LANDRYS RESTAURANTS INC,CALL,
51508L 95 3,,LANDRYS RESTAURANTS INC,PUT,
515098 10 1,*,LANDSTAR SYS INC,COM,
515098 90 1,,LANDSTAR SYS INC,CALL,
515098 95 1,,LANDSTAR SYS INC,PUT,
516012 10 1,,LANNET INC,COM,
516548 10 4,*,LANTRONIX INC,COM,DELETED
516548 90 4,,LANTRONIX INC,CALL,DELETED
516548 95 4,,LANTRONIX INC,PUT,DELETED
516548 20 3,,LANTRONIX INC,COM NEW,ADDED
516650 10 8,,LAPORTE BANCORP INC,COM,
517834 10 7,*,LAS VEGAS SANDS CORP,COM,
517834 90 7,,LAS VEGAS SANDS CORP,CALL,
517834 95 7,,LAS VEGAS SANDS CORP,PUT,
517942 10 8,*,LASALLE HOTEL PPTYS,COM SH BEN INT,
517942 90 8,,LASALLE HOTEL PPTYS,CALL,
517942 95 8,,LASALLE HOTEL PPTYS,PUT,
51807U 10 1,*,LASERCARD CORP,COM,
51807U 90 1,,LASERCARD CORP,CALL,
51807U 95 1,,LASERCARD CORP,PUT,
51827Q 10 6,,LATIN AMER EQUITY FD INC NEW,COM,
51828C 10 6,,LATIN AMERN DISCOVERY FD INC,COM,
518415 AE 4,,LATTICE SEMICONDUCTOR CORP,NOTE7/0,
518415 10 4,*,LATTICE SEMICONDUCTOR CORP,COM,
518415 90 4,,LATTICE SEMICONDUCTOR CORP,CALL,
518415 95 4,,LATTICE SEMICONDUCTOR CORP,PUT,
518439 10 4,*,LAUDER ESTEE COS INC,CL A,
518439 90 4,,LAUDER ESTEE COS INC,CALL,
518439 95 4,,LAUDER ESTEE COS INC,PUT,
520776 10 5,,LAWSON PRODS INC,COM,
52078P AA 0,,LAWSON SOFTWARE INC NEW,NOTE  2.500% 4/1,
52078P 10 2,*,LAWSON SOFTWARE INC NEW,COM,
52078P 90 2,,LAWSON SOFTWARE INC NEW,CALL,
52078P 95 2,,LAWSON SOFTWARE INC NEW,PUT,
521050 10 4,*,LAYNE CHRISTENSEN CO,COM,
521050 90 4,,LAYNE CHRISTENSEN CO,CALL,
521050 95 4,,LAYNE CHRISTENSEN CO,PUT,
52106W 10 3,,LAZARD GLB TTL RET&INCM FD I,COM,
521076 10 9,,LAZARD WORLD DIVID & INCOME,COM,
521078 10 5,,LAZARE KAPLAN INTL INC,COM,
52170U 10 8,,LEADING BRANDS INC,COM,DELETED
52170U 20 7,,LEADING BRANDS INC,COM NEW,ADDED
52186N 10 6,*,LEAPFROG ENTERPRISES INC,CL A,
52186N 90 6,,LEAPFROG ENTERPRISES INC,CALL,
52186N 95 6,,LEAPFROG ENTERPRISES INC,PUT,
521863 AL 4,,LEAP WIRELESS INTL INC,NOTE  4.500% 7/1,
521863 30 8,*,LEAP WIRELESS INTL INC,COM NEW,
521863 90 8,,LEAP WIRELESS INTL INC,CALL,
521863 95 8,,LEAP WIRELESS INTL INC,PUT,
521865 AG 0,,LEAR CORP,NOTE2/2,ADDED
521865 20 4,*,LEAR CORP,COM NEW,
521865 90 4,,LEAR CORP,CALL,
521865 95 4,,LEAR CORP,PUT,
522015 10 6,*,LEARNING TREE INTL INC,COM,
522015 90 6,,LEARNING TREE INTL INC,CALL,
522015 95 6,,LEARNING TREE INTL INC,PUT,
523234 10 2,,LECG CORP,COM,
52324W AB 5,,LECROY CORP,NOTE  4.000%10/1,
52324W 10 9,,LECROY CORP,COM,
523768 10 9,*,LEE ENTERPRISES INC,COM,
523768 90 9,,LEE ENTERPRISES INC,CALL,
523768 95 9,,LEE ENTERPRISES INC,PUT,
52463G 10 5,,LEGACY BANCORP INC,CL A,
524660 10 7,*,LEGGETT & PLATT INC,COM,
524660 90 7,,LEGGETT & PLATT INC,CALL,
524660 95 7,,LEGGETT & PLATT INC,PUT,
524707 30 4,*,LEGACY RESERVES LP,UNIT LP INT,
524707 90 4,,LEGACY RESERVES LP,CALL,
524707 95 4,,LEGACY RESERVES LP,PUT,
524901 10 5,*,LEGG MASON INC,COM,
524901 90 5,,LEGG MASON INC,CALL,
524901 95 5,,LEGG MASON INC,PUT,
524901 30 3,,LEGG MASON INC,UNIT 99/99/9999,
525558 20 1,,LEMAITRE VASCULAR INC,COM,
52602E 10 2,*,LENDER PROCESSING SVCS INC,COM,
52602E 90 2,,LENDER PROCESSING SVCS INC,CALL,
52602E 95 2,,LENDER PROCESSING SVCS INC,PUT,
526057 10 4,*,LENNAR CORP,CL A,
526057 90 4,,LENNAR CORP,CALL,
526057 95 4,,LENNAR CORP,PUT,
526057 30 2,*,LENNAR CORP,CL B,
526057 90 2,,LENNAR CORP,CALL,
526057 95 2,,LENNAR CORP,PUT,
526107 10 7,*,LENNOX INTL INC,COM,
526107 90 7,,LENNOX INTL INC,CALL,
526107 95 7,,LENNOX INTL INC,PUT,
527288 AX 2,,LEUCADIA NATL CORP,NOTE  3.750% 4/1,
527288 AY 0,,LEUCADIA NATL CORP,DEBT  3.750% 4/1,
527288 10 4,*,LEUCADIA NATL CORP,COM,
527288 90 4,,LEUCADIA NATL CORP,CALL,
527288 95 4,,LEUCADIA NATL CORP,PUT,
52729N AS 9,,LEVEL 3 COMMUNICATIONS INC,NOTE  6.000% 3/1,DELETED
52729N BA 7,,LEVEL 3 COMMUNICATIONS INC,NOTE  2.875% 7/1,
52729N BD 1,,LEVEL 3 COMMUNICATIONS INC,NOTE  5.250%12/1,ADDED
52729N BE 9,,LEVEL 3 COMMUNICATIONS INC,NOTE 10.000% 5/0,
52729N BF 6,,LEVEL 3 COMMUNICATIONS INC,NOTE  5.250%12/1,
52729N BK 5,,LEVEL 3 COMMUNICATIONS INC,NOTE  3.500% 6/1,
52729N BM 1,,LEVEL 3 COMMUNICATIONS INC,NOTE 15.000% 1/1,
52729N BP 4,,LEVEL 3 COMMUNICATIONS INC,NOTE  7.000% 3/1,
52729N 10 0,*,LEVEL 3 COMMUNICATIONS INC,COM,
52729N 90 0,,LEVEL 3 COMMUNICATIONS INC,CALL,
52729N 95 0,,LEVEL 3 COMMUNICATIONS INC,PUT,
528872 10 4,*,LEXICON PHARMACEUTICALS INC,COM,
528872 90 4,,LEXICON PHARMACEUTICALS INC,CALL,
528872 95 4,,LEXICON PHARMACEUTICALS INC,PUT,
529043 10 1,*,LEXINGTON REALTY TRUST,COM,
529043 90 1,,LEXINGTON REALTY TRUST,CALL,
529043 95 1,,LEXINGTON REALTY TRUST,PUT,
529043 30 9,,LEXINGTON REALTY TRUST,PFD CONV SER C,
529771 10 7,*,LEXMARK INTL NEW,CL A,
529771 90 7,,LEXMARK INTL NEW,CALL,
529771 95 7,,LEXMARK INTL NEW,PUT,
529898 10 8,,LIBBEY INC,COM,ADDED
529900 10 2,,LIBERTY ALL-STAR GROWTH FD I,COM,
53015Y 10 7,,LIBERTY ACQUISITION HLDGS CO,COM,
53015Y 11 5,,LIBERTY ACQUISITION HLDGS CO,*W EXP 12/12/201,
53015Y 20 6,,LIBERTY ACQUISITION HLDGS CO,UNIT 99/99/9999,
530158 10 4,,LIBERTY ALL STAR EQUITY FD,SH BEN INT,
53017Q 10 2,,LIBERTY BANCORP INC,COM,DELETED
530555 10 1,*,LIBERTY GLOBAL INC,COM SER A,
530555 90 1,,LIBERTY GLOBAL INC,CALL,
530555 95 1,,LIBERTY GLOBAL INC,PUT,
530555 20 0,,LIBERTY GLOBAL INC,COM SER B,
530555 30 9,*,LIBERTY GLOBAL INC,COM SER C,
530555 90 9,,LIBERTY GLOBAL INC,CALL,
530555 95 9,,LIBERTY GLOBAL INC,PUT,
53071M 10 4,*,LIBERTY MEDIA CORP NEW,INT COM SER A,
53071M 90 4,,LIBERTY MEDIA CORP NEW,CALL,
53071M 95 4,,LIBERTY MEDIA CORP NEW,PUT,
53071M 20 3,,LIBERTY MEDIA CORP NEW,INT COM SER B,
53071M 30 2,*,LIBERTY MEDIA CORP NEW,CAP COM SER A,
53071M 90 2,,LIBERTY MEDIA CORP NEW,CALL,
53071M 95 2,,LIBERTY MEDIA CORP NEW,PUT,
53071M 40 1,,LIBERTY MEDIA CORP NEW,CAP COM SER B,
53071M 70 8,*,LIBERTY MEDIA CORP NEW,LIB STAR COM A,
53071M 90 8,,LIBERTY MEDIA CORP NEW,CALL,
53071M 95 8,,LIBERTY MEDIA CORP NEW,PUT,
53071M 80 7,,LIBERTY MEDIA CORP NEW,LIB STAR COM B,
530715 AG 6,,LIBERTY MEDIA CORP,DEB4.000%11/1,
530715 AL 5,,LIBERTY MEDIA CORP,DEB3.750% 2/1,ADDED
530715 AN 1,,LIBERTY MEDIA CORP,DEB3.500% 1/1,
530715 AR 2,,LIBERTY MEDIA CORP,DEB3.250% 3/1,
530718 AF 2,,LIBERTY MEDIA CORP NEW,DEB3.125% 3/3,
531172 10 4,*,LIBERTY PPTY TR,SH BEN INT,
531172 90 4,,LIBERTY PPTY TR,CALL,
531172 95 4,,LIBERTY PPTY TR,PUT,
531914 10 9,,LIFEWAY FOODS INC,COM,
53215T 10 6,*,LIFE PARTNERS HOLDINGS INC,COM,
53215T 90 6,,LIFE PARTNERS HOLDINGS INC,CALL,
53215T 95 6,,LIFE PARTNERS HOLDINGS INC,PUT,
53216A 10 6,,LIFE QUOTES INC,COM,
53217R 20 7,*,LIFE TIME FITNESS INC,COM,
53217R 90 7,,LIFE TIME FITNESS INC,CALL,
53217R 95 7,,LIFE TIME FITNESS INC,PUT,
53217V 10 9,*,LIFE TECHNOLOGIES CORP,COM,
53217V 90 9,,LIFE TECHNOLOGIES CORP,CALL,
53217V 95 9,,LIFE TECHNOLOGIES CORP,PUT,
53219L AG 4,,LIFEPOINT HOSPITALS INC,SDCV  3.250% 8/1,
53219L AH 2,,LIFEPOINT HOSPITALS INC,NOTE  3.500% 5/1,
53219L 10 9,*,LIFEPOINT HOSPITALS INC,COM,
53219L 90 9,,LIFEPOINT HOSPITALS INC,CALL,
53219L 95 9,,LIFEPOINT HOSPITALS INC,PUT,
53220K 20 7,*,LIGAND PHARMACEUTICALS INC,CL B,
53220K 90 7,,LIGAND PHARMACEUTICALS INC,CALL,
53220K 95 7,,LIGAND PHARMACEUTICALS INC,PUT,
53222Q AB 9,,LIFETIME BRANDS INC,NOTE  4.750% 7/1,
53222Q 10 3,*,LIFETIME BRANDS INC,COM,
53222Q 90 3,,LIFETIME BRANDS INC,CALL,
53222Q 95 3,,LIFETIME BRANDS INC,PUT,
53224K 10 4,*,LIGHTBRIDGE CORP,COM,
53224K 90 4,,LIGHTBRIDGE CORP,CALL,
53224K 95 4,,LIGHTBRIDGE CORP,PUT,
532257 80 5,,LIGHTPATH TECHNOLOGIES INC,CL A NEW,
532349 10 7,*,LIHIR GOLD LTD,SPONSORED ADR,
532349 90 7,,LIHIR GOLD LTD,CALL,
532349 95 7,,LIHIR GOLD LTD,PUT,
532352 10 1,*,LIHUA INTL INC,COM,
532352 90 1,,LIHUA INTL INC,CALL,
532352 95 1,,LIHUA INTL INC,PUT,
532457 10 8,*,LILLY ELI & CO,COM,
532457 90 8,,LILLY ELI & CO,CALL,
532457 95 8,,LILLY ELI & CO,PUT,
53261M 10 4,*,LIMELIGHT NETWORKS INC,COM,
53261M 90 4,,LIMELIGHT NETWORKS INC,CALL,
53261M 95 4,,LIMELIGHT NETWORKS INC,PUT,
53261U 20 5,,LIME ENERGY CO,COM NEW,
532716 10 7,*,LIMITED BRANDS INC,COM,
532716 90 7,,LIMITED BRANDS INC,CALL,
532716 95 7,,LIMITED BRANDS INC,PUT,
532774 10 6,*,LIN TV CORP,CL A,
532774 90 6,,LIN TV CORP,CALL,
532774 95 6,,LIN TV CORP,PUT,
532776 AL 5,,LIN TELEVISION CORP,SDEB  2.500% 5/1,DELETED
532791 AE 0,,LINCARE HLDGS INC,DBCV  2.750%11/0,
532791 AF 7,,LINCARE HLDGS INC,NOTE  2.750%11/0,
532791 10 0,*,LINCARE HLDGS INC,COM,
532791 90 0,,LINCARE HLDGS INC,CALL,
532791 95 0,,LINCARE HLDGS INC,PUT,
533535 10 0,*,LINCOLN EDL SVCS CORP,COM,
533535 90 0,,LINCOLN EDL SVCS CORP,CALL,
533535 95 0,,LINCOLN EDL SVCS CORP,PUT,
533900 10 6,*,LINCOLN ELEC HLDGS INC,COM,
533900 90 6,,LINCOLN ELEC HLDGS INC,CALL,
533900 95 6,,LINCOLN ELEC HLDGS INC,PUT,
534187 10 9,*,LINCOLN NATL CORP IND,COM,
534187 90 9,,LINCOLN NATL CORP IND,CALL,
534187 95 9,,LINCOLN NATL CORP IND,PUT,
534187 20 8,,LINCOLN NATL CORP IND,PFD A CONV $3,
535555 10 6,*,LINDSAY CORP,COM,
535555 90 6,,LINDSAY CORP,CALL,
535555 95 6,,LINDSAY CORP,PUT,
535678 AC 0,,LINEAR TECHNOLOGY CORP,NOTE  3.000% 5/0,
535678 AD 8,,LINEAR TECHNOLOGY CORP,NOTE  3.125% 5/0,
535678 10 6,*,LINEAR TECHNOLOGY CORP,COM,
535678 90 6,,LINEAR TECHNOLOGY CORP,CALL,
535678 95 6,,LINEAR TECHNOLOGY CORP,PUT,
535919 AF 1,,LIONS GATE ENTMNT CORP,NOTE  2.938%10/1,
535919 AG 9,,LIONS GATE ENTMNT CORP,NOTE  3.625% 3/1,
535919 20 3,*,LIONS GATE ENTMNT CORP,COM NEW,
535919 90 3,,LIONS GATE ENTMNT CORP,CALL,
535919 95 3,,LIONS GATE ENTMNT CORP,PUT,
535925 10 1,*,LINKTONE LTD,ADR,
535925 90 1,,LINKTONE LTD,CALL,
535925 95 1,,LINKTONE LTD,PUT,
536020 10 0,*,LINN ENERGY LLC,UNIT LTD LIAB,
536020 90 0,,LINN ENERGY LLC,CALL,
536020 95 0,,LINN ENERGY LLC,PUT,
536252 10 9,*,LIONBRIDGE TECHNOLOGIES INC,COM,
536252 90 9,,LIONBRIDGE TECHNOLOGIES INC,CALL,
536252 95 9,,LIONBRIDGE TECHNOLOGIES INC,PUT,
53626Y AA 6,,LIONS GATE ENTMNT CORP,NOTE  3.625% 3/1,ADDED
53635B 10 7,,LIQUIDITY SERVICES INC,COM,
536797 AB 9,,LITHIA MTRS INC,NOTE  2.875% 5/0,
536797 10 3,*,LITHIA MTRS INC,CL A,
536797 90 3,,LITHIA MTRS INC,CALL,
536797 95 3,,LITHIA MTRS INC,PUT,
537008 10 4,*,LITTELFUSE INC,COM,
537008 90 4,,LITTELFUSE INC,CALL,
537008 95 4,,LITTELFUSE INC,PUT,
538034 AB 5,,LIVE NATION ENTERTAINMENT IN,NOTE  2.875% 7/1,
538034 10 9,*,LIVE NATION ENTERTAINMENT IN,COM,
538034 90 9,,LIVE NATION ENTERTAINMENT IN,CALL,
538034 95 9,,LIVE NATION ENTERTAINMENT IN,PUT,
538144 10 6,,LIVEDEAL INC,COM,
538146 10 1,*,LIVEPERSON INC,COM,
538146 90 1,,LIVEPERSON INC,CALL,
538146 95 1,,LIVEPERSON INC,PUT,
539320 10 1,*,LIZ CLAIBORNE INC,COM,
539320 90 1,,LIZ CLAIBORNE INC,CALL,
539320 95 1,,LIZ CLAIBORNE INC,PUT,
539439 10 9,*,LLOYDS BANKING GROUP PLC,SPONSORED ADR,
539439 90 9,,LLOYDS BANKING GROUP PLC,CALL,
539439 95 9,,LLOYDS BANKING GROUP PLC,PUT,
539451 10 4,*,LO-JACK CORP,COM,
539451 90 4,,LO-JACK CORP,CALL,
539451 95 4,,LO-JACK CORP,PUT,
53954R 10 5,*,LOCAL COM CORP,COM,
53954R 90 5,,LOCAL COM CORP,CALL,
53954R 95 5,,LOCAL COM CORP,PUT,
539830 10 9,*,LOCKHEED MARTIN CORP,COM,
539830 90 9,,LOCKHEED MARTIN CORP,CALL,
539830 95 9,,LOCKHEED MARTIN CORP,PUT,
54021P 40 3,,LODGIAN INC,COM PAR $.01,
540211 10 9,*,LODGENET INTERACTIVE CORP,COM,
540211 90 9,,LODGENET INTERACTIVE CORP,CALL,
540211 95 9,,LODGENET INTERACTIVE CORP,PUT,
540424 10 8,*,LOEWS CORP,COM,
540424 90 8,,LOEWS CORP,CALL,
540424 95 8,,LOEWS CORP,PUT,
541402 10 3,,LOGIC DEVICES INC,COM,
54142L 10 9,*,LOGMEIN INC,COM,
54142L 90 9,,LOGMEIN INC,CALL,
54142L 95 9,,LOGMEIN INC,PUT,
54318P 10 8,*,LONGTOP FINL TECHNOLOGIES LT,ADR,
54318P 90 8,,LONGTOP FINL TECHNOLOGIES LT,CALL,
54318P 95 8,,LONGTOP FINL TECHNOLOGIES LT,PUT,
543442 50 3,,LOOKSMART LTD,COM NEW,
543524 30 0,*,LOOPNET INC,COM,
543524 90 0,,LOOPNET INC,CALL,
543524 95 0,,LOOPNET INC,PUT,
543881 10 6,,LORAL SPACE & COMMUNICATNS I,COM,
544147 10 1,*,LORILLARD INC,COM,
544147 90 1,,LORILLARD INC,CALL,
544147 95 1,,LORILLARD INC,PUT,
54619P 10 4,,LOUISANA BANCORP INC NEW,COM,
546347 10 5,*,LOUISIANA PAC CORP,COM,
546347 90 5,,LOUISIANA PAC CORP,CALL,
546347 95 5,,LOUISIANA PAC CORP,PUT,
548661 10 7,*,LOWES COS INC,COM,
548661 90 7,,LOWES COS INC,CALL,
548661 95 7,,LOWES COS INC,PUT,
549271 10 4,*,LUBRIZOL CORP,COM,
549271 90 4,,LUBRIZOL CORP,CALL,
549271 95 4,,LUBRIZOL CORP,PUT,
549282 10 1,*,LUBYS INC,COM,
549282 90 1,,LUBYS INC,CALL,
549282 95 1,,LUBYS INC,PUT,
549333 20 1,,LUCAS ENERGY INC,COM NEW,
549463 AG 2,,LUCENT TECHNOLOGIES INC,DBCV  2.875% 6/1,
549463 AH 0,,LUCENT TECHNOLOGIES INC,DBCV  2.875% 6/1,
549764 10 8,*,LUFKIN INDS INC,COM,
549764 90 8,,LUFKIN INDS INC,CALL,
549764 95 8,,LUFKIN INDS INC,PUT,
550021 10 9,*,LULULEMON ATHLETICA INC,COM,
550021 90 9,,LULULEMON ATHLETICA INC,CALL,
550021 95 9,,LULULEMON ATHLETICA INC,PUT,
55003Q 10 3,*,LUMBER LIQUIDATORS INC,COM,DELETED
55003Q 90 3,,LUMBER LIQUIDATORS INC,CALL,DELETED
55003Q 95 3,,LUMBER LIQUIDATORS INC,PUT,DELETED
55003T 10 7,*,LUMBER LIQUIDATORS HLDGS INC,COM,ADDED
55003T 90 7,,LUMBER LIQUIDATORS HLDGS INC,CALL,ADDED
55003T 95 7,,LUMBER LIQUIDATORS HLDGS INC,PUT,ADDED
55027E 10 2,*,LUMINEX CORP DEL,COM,
55027E 90 2,,LUMINEX CORP DEL,CALL,
55027E 95 2,,LUMINEX CORP DEL,PUT,
550351 10 0,,LUNA INNOVATIONS,COM,
55068R 20 2,*,LUXOTTICA GROUP S P A,SPONSORED ADR,
55068R 90 2,,LUXOTTICA GROUP S P A,CALL,
55068R 95 2,,LUXOTTICA GROUP S P A,PUT,
550819 10 6,,LYDALL INC DEL,COM,
552541 10 4,*,M & F WORLDWIDE CORP,COM,
552541 90 4,,M & F WORLDWIDE CORP,CALL,
552541 95 4,,M & F WORLDWIDE CORP,PUT,
55261F 10 4,*,M & T BK CORP,COM,
55261F 90 4,,M & T BK CORP,CALL,
55261F 95 4,,M & T BK CORP,PUT,
552617 10 2,,MACC PRIVATE EQUITIES INC,COM,
55262C 10 0,*,MBIA INC,COM,
55262C 90 0,,MBIA INC,CALL,
55262C 95 0,,MBIA INC,PUT,
55264U 10 8,*,MB FINANCIAL INC NEW,COM,
55264U 90 8,,MB FINANCIAL INC NEW,CALL,
55264U 95 8,,MB FINANCIAL INC NEW,PUT,
55266X 10 0,,MBIA CAP CLAYMORE MNG DUR IN,COM,
552676 10 8,*,M D C HLDGS INC,COM,
552676 90 8,,M D C HLDGS INC,CALL,
